Date,btc_close,btc_return_1w,btc_return_2w,btc_return_4w,btc_range_pct,btc_volume_change_1w,btc_vwap_distance,btc_volatility_4w,btc_volatility_8w,btc_sma_ratio_12w,btc_volatility_12w,btc_rsi_14w,btc_macd,market_GLD_return_1w,market_QQQ_return_1w,macro_US10Y_close,macro_VIX_close,macro_US10Y_change_1w,macro_US20Y_change_1w,macro_VIX_change_1w,fear_greed_value,fear_greed_change_1w,target_next_week_return,target_next_week_up
2020-04-10,6865.4931640625,0.0196195396119949,0.0611603025989069,0.2339781957426372,0.1065407207267435,0.0373174107172151,-0.0313051440882012,0.0411488156496996,0.1587137246888563,-0.1525532404480574,0.1363551814524465,47.79789058035484,-193.24934030889565,0.0395676959477493,0.0953809563117817,0.7289999723434448,41.66999816894531,0.1419999599456787,-3.1100006103515625,-5.130001068115234,16.285714285714285,4.571428571428571,0.0336015783188827,1
2020-04-17,7096.1845703125,0.0336015783188827,0.0538803654277306,0.1447714700587581,0.0861982527197094,-0.0687139733059051,0.0284049642432571,0.0107424745354127,0.1600858253594105,-0.1117498470507714,0.1361832909089201,44.800920263892344,-210.2991434694859,-0.0007561605352662,0.0718410466590306,0.6539999842643738,38.150001525878906,-0.074999988079071,2.4199981689453125,-3.5199966430664062,13.857142857142858,-2.428571428571427,0.0640789855574071,1
2020-04-24,7550.90087890625,0.0640789855574071,0.0998337189280915,0.1670998819862148,0.0979688953453595,-0.023138641679357,0.0523795571188576,0.0185803780333536,0.1590334396599501,-0.0367494796477698,0.1335368739675718,43.09970172805662,-184.98701428048207,0.0256668466761686,-0.0067350875259447,0.5960000157356262,35.93000030517578,-0.0579999685287475,3.029998779296875,-2.220001220703125,17.714285714285715,3.8571428571428577,0.1740011879015108,1
2020-05-01,8864.7666015625,0.1740011879015108,0.2492299930654307,0.3165389615950773,0.2164724818593094,0.248956039074367,0.0712306830050937,0.0699581102993529,0.1704790252112604,0.1421635329983759,0.1429141575305374,51.93842066810859,-58.237658672296675,-0.0175848537941742,-0.0051439901962421,0.6420000195503235,37.18999862670898,0.0460000038146972,-2.8899993896484375,1.259998321533196,29.857142857142858,12.142857142857142,0.1103130469210702,1
2020-05-08,9842.666015625,0.1103130469210702,0.3035088360278823,0.4336429707841738,0.1373325832507349,0.1036311929611364,0.0638194213130789,0.0611025302517166,0.0529591278140421,0.2745835463208257,0.1456677334283448,52.25976003176905,119.74013910744816,0.0040055037835646,0.0569709260328892,0.6819999814033508,27.979999542236328,0.0399999618530273,-3.970001220703125,-9.20999908447265,45.0,15.142857142857142,-0.0522692479032909,0
2020-05-15,9328.197265625,-0.0522692479032909,0.0522778190212944,0.3145370125588782,0.1650415396698141,0.061852821914482,0.0176430886731862,0.0955008213049226,0.0663812829229092,0.2126500368923678,0.1453270518897633,47.8657696493455,216.7766315091567,0.021880030837174,-0.0070710501359728,0.6399999856948853,31.88999938964844,-0.0419999957084655,2.730010986328125,3.909999847412113,44.0,-1.0,-0.0156107458966503,0
2020-05-22,9182.5771484375,-0.0156107458966503,-0.0670640318527139,0.2160902779282143,0.1128332049517604,-0.2679788275983513,-0.0327735268176564,0.1060034688177877,0.0708843232864805,0.1871591256414342,0.1412233436730152,44.66576496655242,278.71556485155907,-0.0043920331487968,0.0286200531525524,0.6570000052452087,28.15999984741211,0.0170000195503234,-1.160003662109375,-3.729999542236332,46.285714285714285,2.2857142857142847,0.0279384393784978,1
2020-05-29,9439.1240234375,0.0279384393784978,0.0118915536039607,0.0647910371124451,0.0904743937379153,-0.1592706624696279,0.0344980108461276,0.0699696544715052,0.0711847859299614,0.2161784743531838,0.1408412414299686,48.78985603160625,344.5322512041357,-0.0018381412867886,0.0161107589011708,0.6480000019073486,27.51000022888184,-0.0090000033378601,-1.9600067138671875,-0.6499996185302699,41.57142857142857,-4.714285714285715,0.0239862490550311,1
2020-06-05,9665.533203125,0.0239862490550311,0.0525948267986704,-0.0179964261937574,0.0861655451383409,-0.0535988590430445,-0.0037686571281051,0.0377183565395225,0.0709769746721826,0.1928166569649732,0.0607157260874711,55.26500433455562,410.2328687921472,-0.0300780126764744,0.0271254791502337,0.9039999842643738,24.520000457763672,0.2559999823570251,-7.4799957275390625,-2.9899997711181676,51.42857142857143,9.85714285714286,-0.0191080460067415,0
2020-06-12,9480.84375,-0.0191080460067415,0.004419872697817,0.0163639854548864,0.0712202978374155,-0.1913744247712457,-0.0182095072844402,0.0251044393778611,0.0746193491523006,0.1318217510124737,0.0598350601558447,51.95459381247999,442.2996313962358,0.0291753735245661,-0.0158955213808933,0.6990000009536743,36.09000015258789,-0.2049999833106994,6.19000244140625,11.56999969482422,51.0,-0.4285714285714306,-0.0203384002940139,0
