Date,Open,High,Low,Close,Adj Close,Volume,VWAP,Symbol,Ticker
2020-01-03,13.460000038146973,16.200000762939453,12.420000076293945,14.020000457763672,14.020000457763672,0,14.21333376566569,VIX,^VIX
2020-01-10,15.449999809265137,16.389999389648438,12.09000015258789,12.5600004196167,12.5600004196167,0,13.679999987284342,VIX,^VIX
2020-01-17,12.84000015258789,13.819999694824219,11.75,12.100000381469727,12.100000381469727,0,12.556666692097982,VIX,^VIX
2020-01-24,13.229999542236328,15.979999542236328,12.3100004196167,14.5600004196167,14.5600004196167,0,14.283333460489908,VIX,^VIX
2020-01-31,17.420000076293945,19.989999771118164,14.9399995803833,18.84000015258789,18.84000015258789,0,17.923333168029785,VIX,^VIX
2020-02-07,18.639999389648438,18.8799991607666,14.699999809265137,15.470000267028809,15.470000267028809,0,16.349999745686848,VIX,^VIX
2020-02-14,15.880000114440918,16.43000030517578,13.380000114440918,13.680000305175781,13.680000305175781,0,14.49666690826416,VIX,^VIX
2020-02-21,14.979999542236328,18.209999084472656,14.210000038146973,17.079999923706055,17.079999923706055,0,16.499999682108562,VIX,^VIX
2020-02-28,22.25,49.47999954223633,22.0,40.11000061035156,40.11000061035156,0,37.1966667175293,VIX,^VIX
2020-03-06,38.540000915527344,54.38999938964844,24.93000030517578,41.939998626708984,41.939998626708984,0,40.41999944051107,VIX,^VIX
2020-03-13,41.939998626708984,77.56999969482422,41.939998626708984,57.83000183105469,57.83000183105469,0,59.11333338419596,VIX,^VIX
2020-03-20,57.83000183105469,85.47000122070312,57.41999816894531,66.04000091552734,66.04000091552734,0,69.6433334350586,VIX,^VIX
2020-03-27,74.08000183105469,76.73999786376953,36.2400016784668,65.54000091552734,65.54000091552734,0,59.506666819254555,VIX,^VIX
2020-04-03,66.30000305175781,67.69000244140625,46.7400016784668,46.79999923706055,46.79999923706055,0,53.743334452311196,VIX,^VIX
2020-04-10,44.16999816894531,47.5099983215332,41.38999938964844,41.66999816894531,41.66999816894531,0,43.52333196004232,VIX,^VIX
2020-04-17,44.599998474121094,45.040000915527344,37.310001373291016,38.150001525878906,38.150001525878906,0,40.16666793823242,VIX,^VIX
2020-04-24,40.68000030517578,47.77000045776367,35.599998474121094,35.93000030517578,35.93000030517578,0,39.766666412353516,VIX,^VIX
2020-05-01,36.290000915527344,39.56999969482422,30.540000915527344,37.189998626708984,37.189998626708984,0,35.766666412353516,VIX,^VIX
2020-05-08,39.130001068115234,40.31999969482422,27.889999389648438,27.979999542236328,27.979999542236328,0,32.063332875569664,VIX,^VIX
2020-05-15,28.459999084472656,39.279998779296875,26.0,31.889999389648438,31.889999389648438,0,32.38999938964844,VIX,^VIX
2020-05-22,30.709999084472656,31.549999237060547,27.670000076293945,28.15999984741211,28.15999984741211,0,29.1266663869222,VIX,^VIX
2020-05-29,27.719999313354492,30.530000686645508,25.920000076293945,27.510000228881836,27.510000228881836,0,27.986666997273762,VIX,^VIX
2020-06-05,28.940000534057617,30.600000381469727,23.540000915527344,24.520000457763672,24.520000457763672,0,26.220000584920246,VIX,^VIX
